0,0.1338479032442962
1,0.1332275376685902
2,0.13260961052764134
3,0.13199411830389576
4,0.13138105739392028
5,0.13077042410982762
6,0.1301622146806907
7,0.12955642525394553
8,0.12895305189678305
9,0.12835209059752936
10,0.12775353726701488
11,0.12715738773993174
12,0.12656363777617988
13,0.12597228306220168
14,0.12538331921230453
15,0.12479674176997237
16,0.12421254620916516
17,0.12363072793560673
18,0.12305128228806099
19,0.12247420453959638
20,0.12189948989883842
21,0.12132713351121059
22,0.12075713046016345
23,0.12018947576839173
24,0.11962416439903999
25,0.119061191256896
26,0.11850055118957267
27,0.11794223898867798
28,0.11738624939097339
29,0.11683257707951993
30,0.11628121668481294
31,0.11573216278590501
32,0.11518540991151706
33,0.11464095254113764
34,0.1140987851061107
35,0.11355890199071159
36,0.11302129753321141
37,0.11248596602692983
38,0.11195290172127623
39,0.11142209882277931
40,0.11089355149610526
41,0.11036725386506442
42,0.10984320001360648
43,0.10932138398680435
44,0.10880179979182676
45,0.10828444139889933
46,0.10776930274225467
47,0.10725637772107122
48,0.10674566020040079
49,0.10623714401208521
50,0.10573082295566194
51,0.1052266907992585
52,0.10472474128047637
53,0.10422496810726364
54,0.10372736495877699
55,0.10323192548623325
56,0.10273864331374978
57,0.10224751203917457
58,0.10175852523490579
59,0.1012716764487008
60,0.10078695920447477
61,0.10030436700308885
62,0.0
